Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
I	I		I	0	bits	whats happening is that obama wants to take down anyone who questions him , and he wants to start with Trump first , because if he can get everyone to ignore Trump , then he can start dismantle-ling America bits to bits , without anyone noticing .
F	F		F	0	blackface	When the two tenors -- Anthony LaPaglia as the world-famous Merelli and Justin Bartha as the amateur in disguise -- came blackface to blackface at last , standing dumbfounded , the audience roared its approval as I mustered a wan chuckle .
J	J		J	0	blade	Men fought machines , blade to blade .
J	J		J	0	blade	The four rowed a really aggressive race , and got into a little ' blade to blade combat ' with Texas under the railroad bridge , but they escaped unscathed , executed the pass , and pulled off the win .
J	J		J	0	blade	Have you the guts to try again , blade to blade and pen to pen ?
J	J		J	0	blindman	hope of spending a minute or two without pain , and when I woke up in the sleeping balcony and looked out the small casement window beside the bed at the bare branches nodding outside in the grey morning tapping on the walls in an indecipherable but all too obviously minatory code , blindman to blindman and dead to in a month or so they 'd be green again , covered in the lushness of leaves and lifted by warmer breezes : the world was a cold barren empty place to which life no longer had the strength to return .
I	I		I	0	block	It was block to block , being a screener , being physical defensively . 
I	I		I	0	blog	Just clicking blog to blog and came across this ... beautiful cake ... thanks for sharing .
I	I		I	0	blog	Mr Cook , I 'm not going to go blog to blog with you as I find that to be more suited to the " no you did n't , yes you did " stuff that chicks love doing online and anywhere else they glom .
J	J		J	0	blood	Sojourner washes the hearts of battered women in the river All day she has been washing hearts ; leap of blood : blood to blood : water to water and the river is old and rich with the tears of women
J	J		J	0	blood	I think a lot of people are hysterical about it because they do n't understand that the transmission is based on blood to blood or sexual contact 
J	J		J	0	blood	It 's not uncommon for people locally to once they get their check , their government check , at the beginning of the month , to party for a week or two straight and do anything in that time , blood to blood contact , body fluid to body fluid , sex .
J	J		J	0	blood	The reason why I let her in my mix is because this is blood to blood before I listen to anybody else , OK ?
J	J		J	0	blood	If you give this music enough time , it will connect blood to blood .
J	J		J	0	boat	The Zodiacs neared each other and the guides shouted , boat to boat .
J	J		J	0	boat	Lake of the Ozarks Known to some only for its infamous Party Cove , where waterborne partiers cluster boat to boat in the summer for a sort of hedonistic floating Mardis Gras , the Lake of the Ozarks also has miles of serrated shoreline and some of the prettiest scenery in the Midwest .
F	J	J	J	0	body	McLuhan 's view parallels Mach 's view ; i.e. the continuing transformation of the relational space , the body to body to land relations we are included in is the ' physically real dynamic ' .
J	J		J	0	body	It was humid and dark , body to body .
J	J		J	0	body	Drizzt slammed into him , body to body , lifting his knee as 's abdo men .
J	J		J	0	body	She stepped through her bodyguards until she was nearly touching body to body with the tall Klingon . 
J	J		J	0	body	Protectively pressed body to body on the filthy cement floor of the garage .
J	J		J	0	body	Against the wall , on the carpet , on a chair , a couch , in taxis , in elevators , in parks , on rivers , on boats , in the woods , on balconies , in doorways at night they grappled body to body , breath to breath , tongue against tongue as if to enclose , enmesh , imprison once and forever essences , odors , flavors which eluded them at other times .
J	J		J	0	body	He was n't very old , in spite of his wife and three babies , and inside I was a girl who wanted to risk everything , a girl who could take his hand and say Now you can paint forever and ever , and I can paint with you , body to body , teach me , a girl with breasts that begged to be touched and lips to be kissed and a heart to be opened , we can drive away , go anywhere , I 'm not afraid .
J	J		J	0	body	The gardai were not lined body to body , rather strolling in pairs and flocked about in their soothing bluebird uniforms .
J	J		J	0	body	There is the embarrassing awkwardness of fitting body to body , but his touch has prepared her , and when with subdued intensity he presses for entrance she feels herself relax and open .
J	J		J	0	body	It is a physical reaction , body to body , as our hands sense the other 's agony .
J	J		J	0	body	Do it full-on , body to body .
J	J		J	0	body	Female birds are packed body to body in tiny cages so small they ca n't flap their wings , " he says , enunciating every syllable in a slight twang that hints at his Alabama childhood . "
J	J		J	0	body	In the mid-1960s Arturo was in his 40s when a bagual bull finally caught up with him in a peat bog we had crossed on the first day of our journey to so he was forced to face the bull alone and unarmed -- body to body , as Sebastin would have it . 
J	J		J	0	body	Packed body to body on rickety boats , : These newcomers were considered just inferior .
J	J		J	0	body	Come on , body to body !
J	J		J	0	body	Like , body to body .
J	J		J	0	body	If the process of translation is a somatic one , to be taken on " body to body , " it is also located in a landscape seldom foregrounded , hidden under the " unforgivingly previous " so-called " original . "
J	J		J	0	body	But my mind locks onto an image of my husband and Nate on the basketball court , two white men , covered in sweat , body to body , heads down , focused on the ball .
J	J		J	0	body	Dance is passed down body to body , so that its history slips out of life with its practitioners .
J	J		J	0	body	He is " unable to see or to hear properly " ( 134 ) ; " filled ... with excitement " ( 159 ) ; and " overcome by a feeling that both repelled and fascinated him--it was as though he and the young soldier were wrestling together naked , body to body " ( 109 ) .
J	F	F	F	0	bone	Ligaments connect bone to bone and , along with tendons , facilitate controlled movement .
J	F	F	F	0	bone	2 Binds bone to bone and muscle to bone .
J	F	F	F	0	bone	However , rather than connecting bone to bone , tendons connect muscle to bone , providing stability and a significant degree of Achilles tendon , which connects the gastroceus ( calf muscle ) and the calcaneus ( heel bone ) , are able to withstand force due to the flexing qualities of the supple collagen that forms a
J	F	F	F	0	bone	Very strong bands of fiber that connect bone to bone .
J	F	J	J	0	bone	In its latest stages , some of the joint space may completely collapse , resulting in direct bone to bone contact .
J	F	F	F	0	bones	Putting back the flesh sewing bones to bones
J	F	F	F	0	bones	They are typically described as dense fibrous connective tissues that attach muscles to bones , and bones to bones , respectively , and they possess a high tensile strength that is crucial in mediating the normal movement and stability of joints 154.
J	J		J	0	bonnet	We were soon instructed to practice our catwalk struts and curtseys , which to me and my friend clearly meant taking a lot of Instagram photos of us throwing up gang signs while facing off bonnet to bonnet .
