Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
J	4	J	F	J	J	0	billionaire	to billionaire kids got a lot of stuff hey , doc well she had a great teacher and now you get to decide when you 're done racing so what 's it gon na be stinky stickers oh I 'm gon na keep racing but before I had something 's great exhibition
J	4	J	J		J	0	bird	As you know , most of it has been to bird or bird to animal infections .
I	4	I	I		I	0	bits	whats happening is that obama wants to take down anyone who questions him , and he wants to start with Trump first , because if he can get everyone to ignore Trump , then he can start dismantle-ling America to bits , without anyone noticing .
F	4	F	F		F	0	blackface	When the two tenors -- Anthony LaPaglia as the world-famous Merelli and Justin Bartha as the amateur in disguise -- came to blackface at last , standing dumbfounded , the audience roared its approval as I mustered a wan chuckle .
J	4	J	J		J	0	blade	Men fought machines , to blade .
J	4	J	J		J	0	blade	The four rowed a really aggressive race , and got into a little ' to blade combat ' with Texas under the railroad bridge , but they escaped unscathed , executed the pass , and pulled off the win .
J	4	J	J		J	0	blade	Have you the guts to try again , to blade and pen to pen ?
J	4	J	J		J	0	blindman	hope of spending a minute or two without pain , and when I woke up in the sleeping balcony and looked out the small casement window beside the bed at the bare branches nodding outside in the grey morning tapping on the walls in an indecipherable but all too obviously minatory code , to blindman and dead to in a month or so they 'd be green again , covered in the lushness of leaves and lifted by warmer breezes : the world was a cold barren empty place to which life no longer had the strength to return .
I	4	I	I		I	0	block	It was to block , being a screener , being physical defensively . 
I	4	I	I		I	0	blog	Just clicking to blog and came across this ... beautiful cake ... thanks for sharing .
I	4	I	I		I	0	blog	"Mr Cook , I 'm not going to go to blog with you as I find that to be more suited to the "" no you did n't , yes you did "" stuff that chicks love doing online and anywhere else they glom ."
J	4	J	J		J	0	blood	Sojourner washes the hearts of battered women in the river All day she has been washing hearts ; leap of blood : to blood : water to water and the river is old and rich with the tears of women
J	4	J	J		J	0	blood	I think a lot of people are hysterical about it because they do n't understand that the transmission is based on to blood or sexual contact 
J	4	J	J		J	0	blood	It 's not uncommon for people locally to once they get their check , their government check , at the beginning of the month , to party for a week or two straight and do anything in that time , to blood contact , body fluid to body fluid , sex .
J	4	J	J		J	0	blood	The reason why I let her in my mix is because this is to blood before I listen to anybody else , OK ?
J	4	J	J		J	0	blood	If you give this music enough time , it will connect to blood .
J	4	J	J		J	0	boat	The Zodiacs neared each other and the guides shouted , to boat .
J	4	J	J		J	0	boat	Lake of the Ozarks Known to some only for its infamous Party Cove , where waterborne partiers cluster to boat in the summer for a sort of hedonistic floating Mardis Gras , the Lake of the Ozarks also has miles of serrated shoreline and some of the prettiest scenery in the Midwest .
J	4	F	J	J	J	0	body	McLuhan 's view parallels Mach 's view ; i.e. the continuing transformation of the relational space , the to body to land relations we are included in is the ' physically real dynamic ' .
J	4	J	J		J	0	body	It was humid and dark , to body .
J	4	J	J		J	0	body	Drizzt slammed into him , to body , lifting his knee as 's abdo men .
J	4	J	J		J	0	body	She stepped through her bodyguards until she was nearly touching to body with the tall Klingon . 
J	4	J	J		J	0	body	Protectively pressed to body on the filthy cement floor of the garage .
J	4	J	J		J	0	body	Against the wall , on the carpet , on a chair , a couch , in taxis , in elevators , in parks , on rivers , on boats , in the woods , on balconies , in doorways at night they grappled to body , breath to breath , tongue against tongue as if to enclose , enmesh , imprison once and forever essences , odors , flavors which eluded them at other times .
J	4	J	J		J	0	body	He was n't very old , in spite of his wife and three babies , and inside I was a girl who wanted to risk everything , a girl who could take his hand and say Now you can paint forever and ever , and I can paint with you , to body , teach me , a girl with breasts that begged to be touched and lips to be kissed and a heart to be opened , we can drive away , go anywhere , I 'm not afraid .
J	4	J	J		J	0	body	The gardai were not lined to body , rather strolling in pairs and flocked about in their soothing bluebird uniforms .
J	4	J	J		J	0	body	There is the embarrassing awkwardness of fitting to body , but his touch has prepared her , and when with subdued intensity he presses for entrance she feels herself relax and open .
J	4	J	J		J	0	body	It is a physical reaction , to body , as our hands sense the other 's agony .
J	4	J	J		J	0	body	Do it full-on , to body .
J	4	J	J		J	0	body	"Female birds are packed to body in tiny cages so small they ca n't flap their wings , "" he says , enunciating every syllable in a slight twang that hints at his Alabama childhood . """
J	4	J	J		J	0	body	In the mid-1960s Arturo was in his 40s when a bagual bull finally caught up with him in a peat bog we had crossed on the first day of our journey to so he was forced to face the bull alone and unarmed -- to body , as Sebastin would have it . 
J	4	J	J		J	0	body	Packed to body on rickety boats , : These newcomers were considered just inferior .
J	4	J	J		J	0	body	Come on , to body !
J	4	J	J		J	0	body	Like , to body .
J	4	J	J		J	0	body	"If the process of translation is a somatic one , to be taken on "" to body , "" it is also located in a landscape seldom foregrounded , hidden under the "" unforgivingly previous "" so-called "" original . """
J	4	J	J		J	0	body	But my mind locks onto an image of my husband and Nate on the basketball court , two white men , covered in sweat , to body , heads down , focused on the ball .
J	4	J	J		J	0	body	Dance is passed down to body , so that its history slips out of life with its practitioners .
J	4	J	J		J	0	body	"He is "" unable to see or to hear properly "" ( 134 ) ; "" filled ... with excitement "" ( 159 ) ; and "" overcome by a feeling that both repelled and fascinated him--it was as though he and the young soldier were wrestling together naked , to body "" ( 109 ) ."
F	4	J	F	F	F	0	bone	Ligaments connect to bone and , along with tendons , facilitate controlled movement .
F	4	J	F	F	F	0	bone	2 Binds to bone and muscle to bone .
F	4	J	F	F	F	0	bone	However , rather than connecting to bone , tendons connect muscle to bone , providing stability and a significant degree of Achilles tendon , which connects the gastroceus ( calf muscle ) and the calcaneus ( heel bone ) , are able to withstand force due to the flexing qualities of the supple collagen that forms a
F	4	J	F	F	F	0	bone	Very strong bands of fiber that connect to bone .
J	4	J	F	J	J	0	bone	In its latest stages , some of the joint space may completely collapse , resulting in direct to bone contact .
F	4	J	F	F	F	0	bones	Putting back the flesh sewing to bones
F	4	J	F	F	F	0	bones	They are typically described as dense fibrous connective tissues that attach muscles to bones , and to bones , respectively , and they possess a high tensile strength that is crucial in mediating the normal movement and stability of joints 154.
J	4	J	J		J	0	bonnet	We were soon instructed to practice our catwalk struts and curtseys , which to me and my friend clearly meant taking a lot of Instagram photos of us throwing up gang signs while facing off to bonnet .
F	4	F	F		F	0	books	"The students especially enjoyed comparing drawings in the fiction to books , the students were asked to discuss how the fiction and nonfiction texts were organized , answering questions such as "" What surprised you about these books ? "" or "" What did you learn about this topic that you did not already know ? """
I	4	T	I	?	I	0	booth	I spied him , to booth .
I	4	J	B	I	I	0	border	You can cover Iowa to border with Yellow Corn #2 , but with books you run into problems .
I	4	I	B		I	0	border	to border , he had filled that paper with scribbles , tiny wiggly lines , etched deeply onto the page .
I	4	I	B		I	0	border	Whether it 's , you know , to border or within a country .
I	4	I	B		I	0	border	He has two charges , two missions , one , provide security to border , north to south , east and assistance to go through unfettered and unchallenged by a lot of this unscrupulous thugs that are still over there .
I	4	J	B	I	I	0	border	We can think clear enough to have built America , to border and coast to coast .
