Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
Y	2		Y	0	N	ashes	"to seeing my ghost arm as proof of my own soul , proof of an afterlife "" Teddy leaned back , and Gary knew he 'd finished his piece . "" I do n't know if that 's such a comfort , "" Gary said . "" I always reckoned it was just to ashes ashes , you know ."
Y	2		Y	0	N	ashes	"In his direct path , he noticed a group of new mourners attending a graveside funeral , and heard the to ashes ashes ... dust to dust ... """
Y	2		Y	0	N	ashes	"He ran his tongue over his lips , tasting ash . "" Damn man , "" Kype said , spitting . "" to ashes ashes . "" D'Angelo screwed down the lid and gave the urn a shake ."
Y	2		Y	0	N	ashes	"He unscrewed the cap , poked his fingers in , and marked a cross on Nell 's forehead . "" to ashes ashes , "" he said . """
Y	2		Y	0	N	ashes	"He was a youngish fellow , new to the parish and by all accounts , still convinced that he could make the world a better place . "" to ashes ashes , "" the priest said meant to be the bereaved widower ."
Y	2		Y	0	N	ashes	"youngish fellow , new to the parish and by all accounts , still convinced that he could make the world a better place . "" to ashes ashes , "" the priest said meant to be the bereaved widower ."
Y	2		Y	0	N	ashes	to ashes ashes and dust to dust .
Y	2	B	Y	0	N	ashes	"Six years later : the spring of 1886. // "" ' Surely goodness and mercy shall follow me all the days of my life , and I shall dwell in the house of the Lord forever , ' "" the pastor intoned . "" to ashes ashes ... dust to dust ."
Y	2		Y	0	N	ashes	"to ashes ashes . "" August 22 , 3002 C.E. the Customs Service ."
Y	2		Y	0	N	ashes	"Abe 's call . # "" to ashes ashes ."
Y	2		Y	0	N	ashes	As for the deceased 's ward , a girl of seventeen , she actually smiled right through the bit about to ashes ashes , dust to dust .
Y	2		Y	0	N	ashes	to ashes ashes in the vast graveyard of the lifeless , glad really that he 's not one of those husbands in the waiting room .
Y	2		Y	0	N	ashes	BUY-THIS-BOOK hot line To order to ashes ashes ( Bantam , $24.95 ) , call Books Now at ( 800 ) BOOKS NOW , ext. 1105 ( be sure to mention Cosmo ) or go online at http : .
Y	2	B	Y	0	N	ashes	Having relocated three years ago part-time to Vancouver so Wyatr could pursue his passion for hockey , Goldie embarked on her own new projects : penning an unconventional memoir called A Lotus Grows in the Mud , which will be released this spring , as well as a movie called to ashes ashes , which she co-wrote and will direct .
Y	2		Y	0	N	ashes	PHOTO ( COLOR ) : After the Flood : Sealed off by the National Guard , the Lower Ninth could be accessed only by ' look and leave ' bus tours PHOTO ( COLOR ) : to ashes ashes : Lisa Moore and Larry Morgan return to what 's left of their Lower Ninth Ward home after the levees broke PHOTO ( COLOR ) : In Harm 's Way : Art dealer Charles Davis , pictured with his wife , Kent , rode out the storm in his Garden
Y	2	B	Y	0	N	ashes	"For subscription matters write to Natural History , P.O. Box 5000 , Harlan , IA 51593-0257. # I was pleased to see Christa Partain 's article on the invasive emerald ash borer "" to ashes ashes , "" 9- 10/12 , but disappointed that nothing -was said about other species of insects that depend on the trees and are probably doomed ."
Y	2		Y	0	N	ashes	Also nationwide , to ashes ashes the CDC says smoking rates are down but not enough .
Y	2		Y	0	N	ashes	You know , it 's even incorporated into common sayings like to ashes ashes and dust to dust .
Y	2		Y	0	N	ashes	Done particularly viciously in the season finale of to ashes ashes , when the car bomb that killed Alex 's parents turns out to have been planted by her father , who 'd suffered a psychotic break after his wife cheated on him ; it was originally intended to take out all three of them , and ten-year-old Alex only escaped
Y	2		Y	0	N	ashes	They die for snitching , n't said a word Just chalk and yellow tape with blood ' pon them shirts to ashes ashes , his body back to the earth
Y	2		Y	0	N	ashes	As per the to ashes ashes finale , yep , everyone was in a copper 's purgatory , and Gene was the gatekeeper .
Y	2		Y	0	N	ashes	to ashes ashes A NASA satellite captures an ash plume and ash on snow on Russia 's Kamchatka Peninsula .
Y	2		Y	0	N	ashes	The second series and all of to ashes ashes was written accordingly .
Y	2		Y	0	N	ashes	In the third and final series of to ashes ashes , Alex 's voiceover on the opening titles mentions time running out for her to get back home ( i.e. to the present day ) .
Y	2		Y	0	N	ashes	to ashes ashes Season 3 kicks off with the introduction of new DCI Jim Keats .
Y	2		Y	0	N	ashes	"Forensic scientists and criminal investigators , however , should have their own version of the quote , something along the lines of : "" to ashes ashes , dust to bug food . "" -When investigators attempt to solve a mysterious event involving sudden and unexpected death , they have to look at clues in order to piece together the events ."
Y	2		Y	0	N	ashes	to ashes ashes , Joe Sample ; Claus Ogerman Featuring Michael Brecker , Claus Ogerman &; Michael Brecker ; Flight of the Cosmic Hippo , Bela Fleck and the Flecktones ; Greenhouse , Yellowjackets ; Medicine . - Vocal .
Y	2		Y	0	N	ashes	 11 to ashes ashes ( Scary Monsters ) :  weird , funky bass line at the beginning almost turns you off , but then you keep going and by god you 've found gold , my friend !
Y	2		Y	0	N	ashes	i am wandering ? ? through the storm ? ? through the night ? ? hear me all ? ? through the night ? ? take my hand ? ? precious lord ... ? ... to ashes ashes , and dust to dust . know where we were going .
Y	2	B	Y	0	N	ashes	to ashes ashes , and dust to dust .
Y	2	B	Y	0	N	ashes	"And now , as we 've all read , the book of God 's word : "" to ashes ashes , dust our departed brother ... "" - Your dad wanted top billing or nothing . -"
Y	2		Y	0	N	ashes	Oh , Lord , to ashes ashes and dusk to dusk .
Y	2		Y	0	N	ashes	to ashes ashes , dust to dust .
Y	2		Y	0	N	ashes	to ashes ashes and dust to dust . ? ?
Y	2		Y	0	N	ashes	"They are forever ... "" eternal , and everlasting . "" "" to ashes ashes , dust to dust . "" sacrifice ?"
Y	2		Y	0	N	ashes	to ashes ashes ... dust to dust .
Y	2	B	Y	0	N	ashes	to ashes ashes and dust to dust ? ? ? ?
Y	2		Y	0	N	ashes	"Your daddy must have really hated your guts . [Man] Bingo ! [People_grumbling] [Gaunt] "" to ashes ashes , dust through the black hole of death , I fear no evil , for thou art with me . "" do n't see many natives around here . - Buteo , is it ? - Yes ."
Y	2	B	Y	0	N	ashes	to ashes ashes ? ?
Y	2		Y	0	N	ashes	to ashes ashes ? together ? ?
Y	2		Y	0	N	ashes	You know , the whole to ashes ashes , dust to dust thing .
Y	2	B	Y	0	N	ashes	to ashes ashes , Hercules .
Y	2		Y	0	N	ashes	To blow away like grains of sand to ashes ashes rust to dust
Y	2	B	Y	0	N	ashes	"Banks , number 4317 . "" to ashes ashes , dust to dust . "" May"
Y	2	B	Y	0	N	ashes	to ashes ashes , spirit to spirit Take his soul , banish this evil No !
Y	2		Y	0	N	ashes	to ashes ashes , spirit to spirit Take his soul , banish spirit to spirit Take his soul , banish this evil Prue .
Y	2		Y	0	N	ashes	to ashes ashes , spirit to spirit Take his soul ,
Y	2		Y	0	N	ashes	to ashes ashes , spirit to spirit Take his soul , banish this evil - Who are you ? - I was hoping to take you or your sister .
Y	2		Y	0	N	ashes	to ashes ashes ... , ... dust to dust .
Y	2		Y	0	N	ashes	to ashes ashes has been pulled . -
Y	2		Y	0	N	ashes	to ashes ashes , my movie !
Y	2		Y	0	N	ashes	thank do n't get me , go to the blood bank understand this , man , it 's gon na be fun I 'm gon na suck you like a big capri-sun better come back and I 'll get some oh , my goodness , it 's the sun to ashes , to to ashes ashes , to ashes ha ha Word .
Y	2		Y	0	N	ashes	"Why ? "" to ashes ashes , dust to dust ."
Y	2	B	Y	0	N	ashes	"Yes , but the people of Wrottin-Powys are more your "" to ashes ashes dust to dust "" variety . -"
Y	2		Y	0	N	ashes	Help ! ... and so it is ... to ashes ashes ... dust to dust ... in sure and certain hope of the Resurrection and the life of the world to come . - Goodbye , Betty .
Y	2		Y	0	N	ashes	"Let 's make it official . "" to ashes ashes , dust to dust . """
Y	2		Y	0	N	ashes	to ashes ashes , funk to funky
Y	2		Y	0	N	ashes	That 's not helping at all . - to ashes ashes , dust to dust .
Y	2	B	Y	0	N	ashes	"Never have the words "" to ashes ashes "" been more appropriate ."
Y	2		Y	0	N	ashes	"Thanks . - "" to ashes ashes ... "" - Doughnut to doughnut ."
Y	2		Y	0	N	ashes	to ashes ashes , smurf to smurf .
Y	2		Y	0	N	ashes	So it 's to ashes ashes # # Dirt to dirt # # Your blood 's full of OxyContin and vodka , friend # #
Y	2		Y	0	N	ashes	Out on the road to nowhere # # to ashes ashes # #
